Train Iteration: 100%
9046/9046 [3:55:39<00:00, 1.56s/it]
{'avg_chunks': 3.6, 'loss': 2.848383092880249, 'learning_rate': 1.2783550740658857e-05, 'optimizer_steps': 204}
{'avg_chunks': 2.6, 'loss': 2.6126682281494142, 'learning_rate': 1.2783550740658857e-05, 'optimizer_steps': 204}
{'avg_chunks': 2.4, 'loss': 2.5087369441986085, 'learning_rate': 1.2748175989387577e-05, 'optimizer_steps': 205}
{'avg_chunks': 2.2, 'loss': 2.5205376148223877, 'learning_rate': 1.2748175989387577e-05, 'optimizer_steps': 205}
{'avg_chunks': 3.4, 'loss': 3.0762686252593996, 'learning_rate': 1.2748175989387577e-05, 'optimizer_steps': 205}
{'avg_chunks': 2.0, 'loss': 2.9541791439056397, 'learning_rate': 1.2712801238116295e-05, 'optimizer_steps': 206}
{'avg_chunks': 4.4, 'loss': 2.6592371463775635, 'learning_rate': 1.2712801238116295e-05, 'optimizer_steps': 206}
{'avg_chunks': 2.0, 'loss': 2.803285503387451, 'learning_rate': 1.2712801238116295e-05, 'optimizer_steps': 206}
{'avg_chunks': 3.4, 'loss': 2.990186071395874, 'learning_rate': 1.2712801238116295e-05, 'optimizer_steps': 206}
{'avg_chunks': 2.6, 'loss': 2.5659220695495604, 'learning_rate': 1.2677426486845015e-05, 'optimizer_steps': 207}
{'avg_chunks': 2.8, 'loss': 2.5294485092163086, 'learning_rate': 1.2677426486845015e-05, 'optimizer_steps': 207}
{'avg_chunks': 2.0, 'loss': 2.6526701927185057, 'learning_rate': 1.2677426486845015e-05, 'optimizer_steps': 207}
{'avg_chunks': 2.6, 'loss': 2.543812298774719, 'learning_rate': 1.2642051735573735e-05, 'optimizer_steps': 208}
{'avg_chunks': 3.0, 'loss': 2.8706204414367678, 'learning_rate': 1.2642051735573735e-05, 'optimizer_steps': 208}
{'avg_chunks': 3.2, 'loss': 2.587428092956543, 'learning_rate': 1.2642051735573735e-05, 'optimizer_steps': 208}
{'avg_chunks': 3.2, 'loss': 2.866297960281372, 'learning_rate': 1.2606676984302455e-05, 'optimizer_steps': 209}
{'avg_chunks': 3.2, 'loss': 2.5975513458251953, 'learning_rate': 1.2606676984302455e-05, 'optimizer_steps': 209}
{'avg_chunks': 3.0, 'loss': 2.839561367034912, 'learning_rate': 1.2606676984302455e-05, 'optimizer_steps': 209}
{'avg_chunks': 2.0, 'loss': 2.688114786148071, 'learning_rate': 1.2571302233031174e-05, 'optimizer_steps': 210}
{'avg_chunks': 3.6, 'loss': 2.690133261680603, 'learning_rate': 1.2571302233031174e-05, 'optimizer_steps': 210}
{'avg_chunks': 2.6, 'loss': 2.749704122543335, 'learning_rate': 1.2571302233031174e-05, 'optimizer_steps': 210}
{'avg_chunks': 3.2, 'loss': 2.649174451828003, 'learning_rate': 1.2535927481759896e-05, 'optimizer_steps': 211}
{'avg_chunks': 2.4, 'loss': 2.5067022323608397, 'learning_rate': 1.2535927481759896e-05, 'optimizer_steps': 211}
{'avg_chunks': 2.2, 'loss': 2.1282573699951173, 'learning_rate': 1.2535927481759896e-05, 'optimizer_steps': 211}
{'avg_chunks': 4.4, 'loss': 2.5769630908966064, 'learning_rate': 1.2535927481759896e-05, 'optimizer_steps': 211}
{'avg_chunks': 2.0, 'loss': 2.7028829574584963, 'learning_rate': 1.2500552730488616e-05, 'optimizer_steps': 212}
{'avg_chunks': 2.6, 'loss': 2.920352268218994, 'learning_rate': 1.2500552730488616e-05, 'optimizer_steps': 212}
{'avg_chunks': 2.8, 'loss': 2.3584540843963624, 'learning_rate': 1.2500552730488616e-05, 'optimizer_steps': 212}
{'avg_chunks': 3.2, 'loss': 2.727554130554199, 'learning_rate': 1.2465177979217335e-05, 'optimizer_steps': 213}
{'avg_chunks': 4.0, 'loss': 2.73477988243103, 'learning_rate': 1.2465177979217335e-05, 'optimizer_steps': 213}
{'avg_chunks': 3.6, 'loss': 2.600438690185547, 'learning_rate': 1.2465177979217335e-05, 'optimizer_steps': 213}
{'avg_chunks': 3.2, 'loss': 2.8525693893432615, 'learning_rate': 1.2429803227946054e-05, 'optimizer_steps': 214}
{'avg_chunks': 3.4, 'loss': 2.8404144287109374, 'learning_rate': 1.2429803227946054e-05, 'optimizer_steps': 214}
{'avg_chunks': 3.4, 'loss': 2.6130239009857177, 'learning_rate': 1.2429803227946054e-05, 'optimizer_steps': 214}
{'avg_chunks': 2.6, 'loss': 2.6190403938293456, 'learning_rate': 1.2394428476674773e-05, 'optimizer_steps': 215}
{'avg_chunks': 2.6, 'loss': 2.853901195526123, 'learning_rate': 1.2394428476674773e-05, 'optimizer_steps': 215}
{'avg_chunks': 3.4, 'loss': 2.2903889417648315, 'learning_rate': 1.2394428476674773e-05, 'optimizer_steps': 215}
{'avg_chunks': 3.8, 'loss': 2.8071475982666017, 'learning_rate': 1.2359053725403493e-05, 'optimizer_steps': 216}
{'avg_chunks': 3.6, 'loss': 2.7131616115570067, 'learning_rate': 1.2359053725403493e-05, 'optimizer_steps': 216}
{'avg_chunks': 2.4, 'loss': 2.776753568649292, 'learning_rate': 1.2359053725403493e-05, 'optimizer_steps': 216}
{'avg_chunks': 3.8, 'loss': 2.537548828125, 'learning_rate': 1.2359053725403493e-05, 'optimizer_steps': 216}
{'avg_chunks': 3.2, 'loss': 2.46436767578125, 'learning_rate': 1.2323678974132213e-05, 'optimizer_steps': 217}
{'avg_chunks': 2.2, 'loss': 2.7919191837310793, 'learning_rate': 1.2323678974132213e-05, 'optimizer_steps': 217}
{'avg_chunks': 2.4, 'loss': 2.405172348022461, 'learning_rate': 1.2323678974132213e-05, 'optimizer_steps': 217}
{'avg_chunks': 2.2, 'loss': 2.3683544874191282, 'learning_rate': 1.2288304222860934e-05, 'optimizer_steps': 218}
{'avg_chunks': 2.4, 'loss': 2.4733997344970704, 'learning_rate': 1.2288304222860934e-05, 'optimizer_steps': 218}
{'avg_chunks': 2.6, 'loss': 2.850361180305481, 'learning_rate': 1.2288304222860934e-05, 'optimizer_steps': 218}
{'avg_chunks': 4.0, 'loss': 3.0925452709198, 'learning_rate': 1.2252929471589654e-05, 'optimizer_steps': 219}
{'avg_chunks': 3.0, 'loss': 2.3727930784225464, 'learning_rate': 1.2252929471589654e-05, 'optimizer_steps': 219}
{'avg_chunks': 2.6, 'loss': 2.6311407566070555, 'learning_rate': 1.2252929471589654e-05, 'optimizer_steps': 219}
{'avg_chunks': 3.0, 'loss': 2.534964084625244, 'learning_rate': 1.2217554720318374e-05, 'optimizer_steps': 220}
{'avg_chunks': 2.8, 'loss': 2.8352972984313967, 'learning_rate': 1.2217554720318374e-05, 'optimizer_steps': 220}
{'avg_chunks': 2.8, 'loss': 2.6435211658477784, 'learning_rate': 1.2217554720318374e-05, 'optimizer_steps': 220}
{'avg_chunks': 2.8, 'loss': 2.705635690689087, 'learning_rate': 1.2182179969047094e-05, 'optimizer_steps': 221}
{'avg_chunks': 3.0, 'loss': 2.609993553161621, 'learning_rate': 1.2182179969047094e-05, 'optimizer_steps': 221}
{'avg_chunks': 4.4, 'loss': 3.0222708702087404, 'learning_rate': 1.2182179969047094e-05, 'optimizer_steps': 221}
{'avg_chunks': 2.6, 'loss': 2.4758918046951295, 'learning_rate': 1.2182179969047094e-05, 'optimizer_steps': 221}
{'avg_chunks': 2.4, 'loss': 2.50323543548584, 'learning_rate': 1.2146805217775814e-05, 'optimizer_steps': 222}
{'avg_chunks': 3.6, 'loss': 3.0961474418640136, 'learning_rate': 1.2146805217775814e-05, 'optimizer_steps': 222}
{'avg_chunks': 2.6, 'loss': 2.558399772644043, 'learning_rate': 1.2146805217775814e-05, 'optimizer_steps': 222}
{'avg_chunks': 3.6, 'loss': 2.797575283050537, 'learning_rate': 1.2111430466504532e-05, 'optimizer_steps': 223}
{'avg_chunks': 3.8, 'loss': 2.587527561187744, 'learning_rate': 1.2111430466504532e-05, 'optimizer_steps': 223}
{'avg_chunks': 3.0, 'loss': 2.6009225368499758, 'learning_rate': 1.2111430466504532e-05, 'optimizer_steps': 223}
{'avg_chunks': 3.2, 'loss': 2.4338842630386353, 'learning_rate': 1.2076055715233253e-05, 'optimizer_steps': 224}
{'avg_chunks': 2.6, 'loss': 2.795828914642334, 'learning_rate': 1.2076055715233253e-05, 'optimizer_steps': 224}
{'avg_chunks': 4.4, 'loss': 2.621897077560425, 'learning_rate': 1.2076055715233253e-05, 'optimizer_steps': 224}
{'avg_chunks': 2.8, 'loss': 2.6829822063446045, 'learning_rate': 1.2040680963961973e-05, 'optimizer_steps': 225}
{'avg_chunks': 3.4, 'loss': 2.7099215984344482, 'learning_rate': 1.2040680963961973e-05, 'optimizer_steps': 225}
{'avg_chunks': 3.4, 'loss': 2.8898476123809815, 'learning_rate': 1.2040680963961973e-05, 'optimizer_steps': 225}
{'avg_chunks': 2.0, 'loss': 2.5181339263916014, 'learning_rate': 1.2005306212690693e-05, 'optimizer_steps': 226}
{'avg_chunks': 2.8, 'loss': 2.5667090892791746, 'learning_rate': 1.2005306212690693e-05, 'optimizer_steps': 226}
{'avg_chunks': 3.4, 'loss': 2.756282377243042, 'learning_rate': 1.2005306212690693e-05, 'optimizer_steps': 226}
{'avg_chunks': 3.0, 'loss': 2.79729323387146, 'learning_rate': 1.2005306212690693e-05, 'optimizer_steps': 226}
{'avg_chunks': 2.8, 'loss': 2.5925243377685545, 'learning_rate': 1.1969931461419413e-05, 'optimizer_steps': 227}
{'avg_chunks': 2.2, 'loss': 2.6486134052276613, 'learning_rate': 1.1969931461419413e-05, 'optimizer_steps': 227}
{'avg_chunks': 4.0, 'loss': 2.5021594524383546, 'learning_rate': 1.1969931461419413e-05, 'optimizer_steps': 227}
{'avg_chunks': 3.4, 'loss': 2.7420085430145265, 'learning_rate': 1.1934556710148132e-05, 'optimizer_steps': 228}
{'avg_chunks': 2.6, 'loss': 2.7216782569885254, 'learning_rate': 1.1934556710148132e-05, 'optimizer_steps': 228}
{'avg_chunks': 3.8, 'loss': 2.457163453102112, 'learning_rate': 1.1934556710148132e-05, 'optimizer_steps': 228}
{'avg_chunks': 3.0, 'loss': 2.584856367111206, 'learning_rate': 1.1899181958876854e-05, 'optimizer_steps': 229}
{'avg_chunks': 3.8, 'loss': 2.8655378341674806, 'learning_rate': 1.1899181958876854e-05, 'optimizer_steps': 229}
{'avg_chunks': 2.4, 'loss': 2.65985107421875, 'learning_rate': 1.1899181958876854e-05, 'optimizer_steps': 229}
{'avg_chunks': 3.2, 'loss': 2.1541495084762574, 'learning_rate': 1.1863807207605574e-05, 'optimizer_steps': 230}
{'avg_chunks': 2.4, 'loss': 2.630574417114258, 'learning_rate': 1.1863807207605574e-05, 'optimizer_steps': 230}
{'avg_chunks': 2.2, 'loss': 2.6305055618286133, 'learning_rate': 1.1863807207605574e-05, 'optimizer_steps': 230}
{'avg_chunks': 3.0, 'loss': 2.42814040184021, 'learning_rate': 1.1828432456334294e-05, 'optimizer_steps': 231}
{'avg_chunks': 3.0, 'loss': 2.8938934326171877, 'learning_rate': 1.1828432456334294e-05, 'optimizer_steps': 231}
{'avg_chunks': 3.2, 'loss': 2.776467752456665, 'learning_rate': 1.1828432456334294e-05, 'optimizer_steps': 231}
{'avg_chunks': 2.4, 'loss': 2.347333288192749, 'learning_rate': 1.1828432456334294e-05, 'optimizer_steps': 231}
{'avg_chunks': 2.6, 'loss': 2.6497136116027833, 'learning_rate': 1.1793057705063012e-05, 'optimizer_steps': 232}
{'avg_chunks': 2.2, 'loss': 2.4489558696746827, 'learning_rate': 1.1793057705063012e-05, 'optimizer_steps': 232}
{'avg_chunks': 2.2, 'loss': 2.6123396873474123, 'learning_rate': 1.1793057705063012e-05, 'optimizer_steps': 232}
{'avg_chunks': 2.8, 'loss': 2.765454578399658, 'learning_rate': 1.1757682953791731e-05, 'optimizer_steps': 233}
{'avg_chunks': 2.2, 'loss': 2.6755468368530275, 'learning_rate': 1.1757682953791731e-05, 'optimizer_steps': 233}
{'avg_chunks': 2.4, 'loss': 2.856008195877075, 'learning_rate': 1.1757682953791731e-05, 'optimizer_steps': 233}
{'avg_chunks': 2.6, 'loss': 2.6887109756469725, 'learning_rate': 1.1722308202520451e-05, 'optimizer_steps': 234}
{'avg_chunks': 2.8, 'loss': 2.445262050628662, 'learning_rate': 1.1722308202520451e-05, 'optimizer_steps': 234}
{'avg_chunks': 2.6, 'loss': 2.9885191440582277, 'learning_rate': 1.1722308202520451e-05, 'optimizer_steps': 234}
{'avg_chunks': 3.6, 'loss': 2.693647050857544, 'learning_rate': 1.1686933451249171e-05, 'optimizer_steps': 235}
{'avg_chunks': 2.4, 'loss': 2.3545493125915526, 'learning_rate': 1.1686933451249171e-05, 'optimizer_steps': 235}
{'avg_chunks': 2.6, 'loss': 2.3691155195236204, 'learning_rate': 1.1686933451249171e-05, 'optimizer_steps': 235}
{'avg_chunks': 3.8, 'loss': 2.8689692974090577, 'learning_rate': 1.1651558699977893e-05, 'optimizer_steps': 236}
{'avg_chunks': 3.2, 'loss': 3.001526212692261, 'learning_rate': 1.1651558699977893e-05, 'optimizer_steps': 236}
{'avg_chunks': 3.4, 'loss': 2.5725088119506836, 'learning_rate': 1.1651558699977893e-05, 'optimizer_steps': 236}
{'avg_chunks': 3.2, 'loss': 2.5115613460540773, 'learning_rate': 1.1651558699977893e-05, 'optimizer_steps': 236}
{'avg_chunks': 2.4, 'loss': 2.541377305984497, 'learning_rate': 1.1616183948706612e-05, 'optimizer_steps': 237}
{'avg_chunks': 3.0, 'loss': 2.791308641433716, 'learning_rate': 1.1616183948706612e-05, 'optimizer_steps': 237}
{'avg_chunks': 2.6, 'loss': 2.6774874210357664, 'learning_rate': 1.1616183948706612e-05, 'optimizer_steps': 237}
{'avg_chunks': 4.0, 'loss': 2.6912567615509033, 'learning_rate': 1.1580809197435332e-05, 'optimizer_steps': 238}
{'avg_chunks': 3.4, 'loss': 2.5626667499542237, 'learning_rate': 1.1580809197435332e-05, 'optimizer_steps': 238}
{'avg_chunks': 2.4, 'loss': 2.595141649246216, 'learning_rate': 1.1580809197435332e-05, 'optimizer_steps': 238}
{'avg_chunks': 4.4, 'loss': 2.849042797088623, 'learning_rate': 1.1545434446164052e-05, 'optimizer_steps': 239}
{'avg_chunks': 4.0, 'loss': 2.6063260078430175, 'learning_rate': 1.1545434446164052e-05, 'optimizer_steps': 239}
{'avg_chunks': 3.4, 'loss': 2.745101737976074, 'learning_rate': 1.1545434446164052e-05, 'optimizer_steps': 239}
{'avg_chunks': 3.0, 'loss': 2.6023765087127684, 'learning_rate': 1.1510059694892772e-05, 'optimizer_steps': 240}
{'avg_chunks': 2.4, 'loss': 2.213862752914429, 'learning_rate': 1.1510059694892772e-05, 'optimizer_steps': 240}
{'avg_chunks': 2.0, 'loss': 2.3776753902435304, 'learning_rate': 1.1510059694892772e-05, 'optimizer_steps': 240}
{'avg_chunks': 2.8, 'loss': 2.3554016590118407, 'learning_rate': 1.147468494362149e-05, 'optimizer_steps': 241}
{'avg_chunks': 3.8, 'loss': 2.4152476310729982, 'learning_rate': 1.147468494362149e-05, 'optimizer_steps': 241}
{'avg_chunks': 2.8, 'loss': 2.881809854507446, 'learning_rate': 1.147468494362149e-05, 'optimizer_steps': 241}
{'avg_chunks': 4.0, 'loss': 2.7140039920806887, 'learning_rate': 1.147468494362149e-05, 'optimizer_steps': 241}
{'avg_chunks': 3.6, 'loss': 2.554591989517212, 'learning_rate': 1.143931019235021e-05, 'optimizer_steps': 242}
{'avg_chunks': 2.6, 'loss': 2.641716814041138, 'learning_rate': 1.143931019235021e-05, 'optimizer_steps': 242}
{'avg_chunks': 3.6, 'loss': 3.175942897796631, 'learning_rate': 1.143931019235021e-05, 'optimizer_steps': 242}
{'avg_chunks': 1.8, 'loss': 2.651169538497925, 'learning_rate': 1.1403935441078931e-05, 'optimizer_steps': 243}
{'avg_chunks': 3.0, 'loss': 3.1027292728424074, 'learning_rate': 1.1403935441078931e-05, 'optimizer_steps': 243}
{'avg_chunks': 2.8, 'loss': 2.781605434417725, 'learning_rate': 1.1403935441078931e-05, 'optimizer_steps': 243}
{'avg_chunks': 3.0, 'loss': 2.49671151638031, 'learning_rate': 1.1368560689807651e-05, 'optimizer_steps': 244}
{'avg_chunks': 2.6, 'loss': 2.5871268272399903, 'learning_rate': 1.1368560689807651e-05, 'optimizer_steps': 244}
{'avg_chunks': 3.2, 'loss': 2.3008719444274903, 'learning_rate': 1.1368560689807651e-05, 'optimizer_steps': 244}
{'avg_chunks': 3.2, 'loss': 2.5890037059783935, 'learning_rate': 1.133318593853637e-05, 'optimizer_steps': 245}
{'avg_chunks': 2.8, 'loss': 2.4245599269866944, 'learning_rate': 1.133318593853637e-05, 'optimizer_steps': 245}
{'avg_chunks': 3.4, 'loss': 2.730843257904053, 'learning_rate': 1.133318593853637e-05, 'optimizer_steps': 245}
{'avg_chunks': 3.4, 'loss': 2.562782573699951, 'learning_rate': 1.129781118726509e-05, 'optimizer_steps': 246}
{'avg_chunks': 3.2, 'loss': 2.6820693731307985, 'learning_rate': 1.129781118726509e-05, 'optimizer_steps': 246}
{'avg_chunks': 3.2, 'loss': 2.375741982460022, 'learning_rate': 1.129781118726509e-05, 'optimizer_steps': 246}
{'avg_chunks': 2.4, 'loss': 2.659209203720093, 'learning_rate': 1.129781118726509e-05, 'optimizer_steps': 246}
{'avg_chunks': 2.8, 'loss': 2.346295785903931, 'learning_rate': 1.126243643599381e-05, 'optimizer_steps': 247}
{'avg_chunks': 2.2, 'loss': 3.2710240364074705, 'learning_rate': 1.126243643599381e-05, 'optimizer_steps': 247}
{'avg_chunks': 2.4, 'loss': 2.590994882583618, 'learning_rate': 1.126243643599381e-05, 'optimizer_steps': 247}
{'avg_chunks': 3.4, 'loss': 2.735981011390686, 'learning_rate': 1.1227061684722532e-05, 'optimizer_steps': 248}
{'avg_chunks': 2.0, 'loss': 2.5161375045776366, 'learning_rate': 1.1227061684722532e-05, 'optimizer_steps': 248}
{'avg_chunks': 3.0, 'loss': 2.504624080657959, 'learning_rate': 1.1227061684722532e-05, 'optimizer_steps': 248}
{'avg_chunks': 2.6, 'loss': 2.490946912765503, 'learning_rate': 1.1191686933451248e-05, 'optimizer_steps': 249}
{'avg_chunks': 3.0, 'loss': 2.3877049922943114, 'learning_rate': 1.1191686933451248e-05, 'optimizer_steps': 249}
{'avg_chunks': 3.0, 'loss': 2.649955224990845, 'learning_rate': 1.1191686933451248e-05, 'optimizer_steps': 249}
{'avg_chunks': 2.6, 'loss': 2.5346046447753907, 'learning_rate': 1.115631218217997e-05, 'optimizer_steps': 250}
{'avg_chunks': 3.0, 'loss': 2.5640525579452516, 'learning_rate': 1.115631218217997e-05, 'optimizer_steps': 250}
{'avg_chunks': 2.4, 'loss': 2.2806450843811037, 'learning_rate': 1.115631218217997e-05, 'optimizer_steps': 250}
{'avg_chunks': 2.0, 'loss': 2.2862127304077147, 'learning_rate': 1.112093743090869e-05, 'optimizer_steps': 251}
Save completed. storage/outputs/xlnet_trainer_checkpoints/chkpt_4000
Val Iteration: 100%
1532/1533 [21:30<00:00, 1.19it/s]

Validation loss: 2.5496669005263937
{'avg_chunks': 3.4, 'loss': 2.4076819896697996, 'learning_rate': 1.112093743090869e-05, 'optimizer_steps': 251}
{'avg_chunks': 3.2, 'loss': 2.6533607959747316, 'learning_rate': 1.112093743090869e-05, 'optimizer_steps': 251}
{'avg_chunks': 2.4, 'loss': 2.3068270444869996, 'learning_rate': 1.112093743090869e-05, 'optimizer_steps': 251}
{'avg_chunks': 4.2, 'loss': 2.867836666107178, 'learning_rate': 1.108556267963741e-05, 'optimizer_steps': 252}
{'avg_chunks': 2.4, 'loss': 2.852336597442627, 'learning_rate': 1.108556267963741e-05, 'optimizer_steps': 252}
{'avg_chunks': 3.6, 'loss': 2.635833978652954, 'learning_rate': 1.108556267963741e-05, 'optimizer_steps': 252}
{'avg_chunks': 2.6, 'loss': 2.561224842071533, 'learning_rate': 1.1050187928366129e-05, 'optimizer_steps': 253}
{'avg_chunks': 2.6, 'loss': 2.4613480091094972, 'learning_rate': 1.1050187928366129e-05, 'optimizer_steps': 253}
{'avg_chunks': 2.2, 'loss': 2.656029558181763, 'learning_rate': 1.1050187928366129e-05, 'optimizer_steps': 253}
{'avg_chunks': 2.6, 'loss': 2.3053284168243406, 'learning_rate': 1.1014813177094849e-05, 'optimizer_steps': 254}
{'avg_chunks': 3.0, 'loss': 2.812980079650879, 'learning_rate': 1.1014813177094849e-05, 'optimizer_steps': 254}
{'avg_chunks': 2.8, 'loss': 2.6654637336730955, 'learning_rate': 1.1014813177094849e-05, 'optimizer_steps': 254}
{'avg_chunks': 4.0, 'loss': 3.0270220279693603, 'learning_rate': 1.097943842582357e-05, 'optimizer_steps': 255}
{'avg_chunks': 2.6, 'loss': 2.574027490615845, 'learning_rate': 1.097943842582357e-05, 'optimizer_steps': 255}
{'avg_chunks': 2.6, 'loss': 2.209649085998535, 'learning_rate': 1.097943842582357e-05, 'optimizer_steps': 255}
{'avg_chunks': 2.8, 'loss': 2.6011878728866575, 'learning_rate': 1.094406367455229e-05, 'optimizer_steps': 256}
{'avg_chunks': 3.2, 'loss': 2.4272295951843263, 'learning_rate': 1.094406367455229e-05, 'optimizer_steps': 256}
{'avg_chunks': 4.0, 'loss': 2.867937517166138, 'learning_rate': 1.094406367455229e-05, 'optimizer_steps': 256}
{'avg_chunks': 3.2, 'loss': 2.697859764099121, 'learning_rate': 1.094406367455229e-05, 'optimizer_steps': 256}
{'avg_chunks': 3.2, 'loss': 2.855584168434143, 'learning_rate': 1.090868892328101e-05, 'optimizer_steps': 257}
{'avg_chunks': 3.4, 'loss': 2.8042574882507325, 'learning_rate': 1.090868892328101e-05, 'optimizer_steps': 257}
{'avg_chunks': 2.8, 'loss': 2.449351739883423, 'learning_rate': 1.090868892328101e-05, 'optimizer_steps': 257}
{'avg_chunks': 3.4, 'loss': 2.617682600021362, 'learning_rate': 1.0873314172009728e-05, 'optimizer_steps': 258}
{'avg_chunks': 2.0, 'loss': 2.4865260124206543, 'learning_rate': 1.0873314172009728e-05, 'optimizer_steps': 258}
{'avg_chunks': 2.4, 'loss': 2.3236778497695925, 'learning_rate': 1.0873314172009728e-05, 'optimizer_steps': 258}
{'avg_chunks': 2.8, 'loss': 2.531440782546997, 'learning_rate': 1.0837939420738448e-05, 'optimizer_steps': 259}
{'avg_chunks': 3.2, 'loss': 2.5516891956329344, 'learning_rate': 1.0837939420738448e-05, 'optimizer_steps': 259}
{'avg_chunks': 3.8, 'loss': 2.925207424163818, 'learning_rate': 1.0837939420738448e-05, 'optimizer_steps': 259}
{'avg_chunks': 3.0, 'loss': 3.002658176422119, 'learning_rate': 1.0802564669467168e-05, 'optimizer_steps': 260}
{'avg_chunks': 2.8, 'loss': 2.6672858238220214, 'learning_rate': 1.0802564669467168e-05, 'optimizer_steps': 260}
